MOVIE,DIRECTOR,ACTOR,GENRE
The Equalizer 2,Antoine Fuqua,"Denzel Washington, Pedro Pascal, Ashton Sanders, Orson Bean","Action, Crime, Thriller"
Jungle,Greg McLean,"Daniel Radcliffe, Thomas Kretschmann, Alex Russell, Joel Jackson","Action, Adventure, Biography"
Turbo Kid,"François Simard, Anouk Whissell, Yoann-Karl Whissell","Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright","Action, Adventure, Comedy"
Black Widow,Cate Shortland,"Scarlett Johansson, Florence Pugh, David Harbour, Rachel Weisz","Action, Adventure, Sci-Fi"
Hardcore Henry,Ilya Naishuller,"Sharlto Copley, Tim Roth, Haley Bennett, Danila Kozlovskiy","Action, Adventure, Sci-Fi"
The Guest,Adam Wingard,"Dan Stevens, Sheila Kelley, Maika Monroe, Joel David Moore","Action, Mystery, Thriller"
Pete's Dragon,David Lowery,"Bryce Dallas Howard, Robert Redford, Oakes Fegley, Oona Laurence","Action, Adventure, Comedy"
The Salvation,Kristian Levring,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Eric Cantona","Action, Drama, Thriller"
The Adam Project,Shawn Levy,"Ryan Reynolds, Walker Scobell, Mark Ruffalo, Jennifer Garner","Action, Adventure, Comedy"
Atomic Blonde,David Leitch,"Charlize Theron, James McAvoy, John Goodman, Eddie Marsan","Action, Thriller"
The Finest Hours,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Eric Bana","Action, Drama, History"
King Arthur: Legend of the Sword,Guy Ritchie,"Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou","Action, Adventure, Drama"
No Escape,John Erick Dowdle,"Lake Bell, Pierce Brosnan, Owen Wilson, Thanawut Ketsaro","Action, Thriller"
In Time,Andrew Niccol,"Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde","Action, Sci-Fi, Thriller"
Safe House,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Robert Patrick, Vera Farmiga","Action, Thriller"
Machine Gun Preacher,Marc Forster,"Gerard Butler, Michelle Monaghan, Michael Shannon, Kathy Baker","Action, Biography, Crime"
Zombieland: Double Tap,Ruben Fleischer,"Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin","Action, Comedy, Horror"
Super,James Gunn,"Rainn Wilson, Elliot Page, Liv Tyler, Kevin Bacon","Action, Comedy, Crime"
The Wolverine,James Mangold,"Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima","Action, Sci-Fi"
Antim: The Final Truth,Mahesh Manjrekar,"Salman Khan, Aayush Sharma, Mahima Makwana, Mahesh Manjrekar","Action, Crime, Drama"
Gangster Squad,Ruben Fleischer,"Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi","Action, Crime, Drama"
2 Guns,Baltasar Kormákur,"Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton","Action, Thriller"
Wild Target,Jonathan Lynn,"Bill Nighy, Emily Blunt, Rupert Grint, Rupert Everett","Action, Comedy, Crime"
Escape Plan,Mikael Håfström,"Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio","Action, Thriller"
Brooklyn's Finest,Antoine Fuqua,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes","Action, Crime, Drama"
Out of the Furnace,Scott Cooper,"Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson","Action, Crime, Drama"
Pandorum,Christian Alvart,"Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue","Action, Horror, Mystery"
Om Shanti Om,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Arjun Rampal, Kirron Kher","Action, Comedy, Drama"
The Brothers Bloom,Rian Johnson,"Rachel Weisz, Adrien Brody, Mark Ruffalo, Rinko Kikuchi","Action, Adventure, Comedy"
Angels & Demons,Ron Howard,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård","Action, Mystery, Thriller"
Death Sentence,James Wan,"Kevin Bacon, John Goodman, Kelly Preston, Garrett Hedlund","Action, Adventure, Crime"
Warcraft,Duncan Jones,"Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper","Action, Adventure, Fantasy"
Appaloosa,Ed Harris,"Ed Harris, Viggo Mortensen, Renée Zellweger, Jeremy Irons","Action, Crime, Drama"
Wanted,Timur Bekmambetov,"Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp","Action, Crime, Thriller"
The Brave One,Neil Jordan,"Jodie Foster, Terrence Howard, Naveen Andrews, Nicky Katt","Action, Crime, Drama"
The A-Team,Joe Carnahan,"Liam Neeson, Bradley Cooper, Sharlto Copley, Jessica Biel","Action, Adventure, Thriller"
Underworld: Evolution,Len Wiseman,"Kate Beckinsale, Scott Speedman, Bill Nighy, Tony Curran","Action, Fantasy, Thriller"
Blood and Bone,Ben Ramsey,"Michael Jai White, Julian Sands, Eamonn Walker, Dante Basco","Action, Crime, Drama"
Hidalgo,Joe Johnston,"Viggo Mortensen, Omar Sharif, Zuleikha Robinson, Louise Lombard","Action, Adventure, Biography"
The Matrix Revolutions,"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving","Action, Sci-Fi"
Blade II,Guillermo del Toro,"Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela","Action, Horror, Sci-Fi"
Armageddon,Michael Bay,"Bruce Willis, Billy Bob Thornton, Ben Affleck, Liv Tyler","Action, Adventure, Sci-Fi"
Nothing to Lose,Steve Oedekerk,"Martin Lawrence, Tim Robbins, John C. McGinley, Giancarlo Esposito","Action, Adventure, Comedy"
Conspiracy Theory,Richard Donner,"Mel Gibson, Julia Roberts, Patrick Stewart, Cylk Cozart","Action, Mystery, Thriller"
Absolute Power,Clint Eastwood,"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney","Action, Crime, Drama"
Ransom,Ron Howard,"Mel Gibson, Gary Sinise, Rene Russo, Brawley Nolte","Action, Crime, Thriller"
Hung fan kui,Stanley Tong,"Jackie Chan, Anita Mui, Françoise Yip, Bill Tung","Action, Comedy, Crime"
Wyatt Earp,Lawrence Kasdan,"Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews","Action, Adventure, Biography"
Demolition Man,Marco Brambilla,"Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne","Action, Sci-Fi, Thriller"
Lethal Weapon 3,Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci, Rene Russo","Action, Crime, Thriller"
Hot Shots!,Jim Abrahams,"Charlie Sheen, Cary Elwes, Valeria Golino, Lloyd Bridges","Action, Comedy"
Backdraft,Ron Howard,"Kurt Russell, William Baldwin, Robert De Niro, Donald Sutherland","Action, Drama, Mystery"
Teenage Mutant Ninja Turtles,Steve Barron,"Judith Hoag, Elias Koteas, Josh Pais, David Forman","Action, Adventure, Comedy"
Colors,Dennis Hopper,"Sean Penn, Robert Duvall, Maria Conchita Alonso, Randy Brooks","Action, Crime, Drama"
Stakeout,John Badham,"Richard Dreyfuss, Emilio Estevez, Madeleine Stowe, Aidan Quinn","Action, Comedy, Crime"
The Living Daylights,John Glen,"Timothy Dalton, Maryam d'Abo, Jeroen Krabbé, Joe Don Baker","Action, Adventure, Thriller"
Hamburger Hill,John Irvin,"Anthony Barrile, Michael Boatman, Don Cheadle, Michael Dolan","Action, Drama, Thriller"
Commando,Mark L. Lester,"Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells","Action, Adventure, Thriller"
The Last Starfighter,Nick Castle,"Lance Guest, Robert Preston, Kay E. Kuter, Dan Mason","Action, Adventure, Sci-Fi"
TRON,Steven Lisberger,"Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan","Action, Adventure, Sci-Fi"
For Your Eyes Only,John Glen,"Roger Moore, Carole Bouquet, Topol, Lynn-Holly Johnson","Action, Adventure, Thriller"
The Enforcer,James Fargo,"Clint Eastwood, Tyne Daly, Harry Guardino, Bradford Dillman","Action, Crime, Thriller"
The Man with the Golden Gun,Guy Hamilton,"Roger Moore, Christopher Lee, Britt Ekland, Maud Adams","Action, Adventure, Thriller"
Live and Let Die,Guy Hamilton,"Roger Moore, Yaphet Kotto, Jane Seymour, Clifton James","Action, Adventure, Thriller"
21 Bridges,Brian Kirk,"Chadwick Boseman, Sienna Miller, J.K. Simmons, Stephan James","Action, Crime, Drama"
Enola Holmes,Harry Bradbeer,"Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter","Action, Adventure, Crime"
Marighella,Wagner Moura,"Seu Jorge, Bruno Gagliasso, Luiz Carlos Vasconcelos, Humberto Carrão","Action, Drama, History"
The Old Guard,Gina Prince-Bythewood,"Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari","Action, Thriller"
Anna,Luc Besson,"Sasha Luss, Helen Mirren, Luke Evans, Cillian Murphy","Action, Thriller"
The Art of Self-Defense,Riley Stearns,"Jesse Eisenberg, Alessandro Nivola, Imogen Poots, Steve Terada","Action, Comedy, Crime"
Adrift,Baltasar Kormákur,"Shailene Woodley, Sam Claflin, Jeffrey Thomas, Elizabeth Hawthorne","Action, Adventure, Biography"
The Aeronauts,Tom Harper,"Felicity Jones, Eddie Redmayne, Himesh Patel, Vincent Perez","Action, Adventure, Drama"
The Fate of the Furious,F. Gary Gray,"Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez","Action, Crime, Thriller"
The Girl with All the Gifts,Colm McCarthy,"Sennia Nanua, Fisayo Akinade, Dominique Tipper, Paddy Considine","Action, Adventure, Drama"
Overlord,Julius Avery,"Jovan Adepo, Wyatt Russell, Mathilde Ollivier, Pilou Asbæk","Action, Horror, Sci-Fi"
Alpha,Albert Hughes,"Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén","Action, Adventure, Drama"
Jason Bourne,Paul Greengrass,"Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel","Action, Thriller"
Kong: Skull Island,Jordan Vogt-Roberts,"Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly","Action, Adventure, Fantasy"
Bølgen,Roar Uthaug,"Kristoffer Joner, Ane Dahl Torp, Jonas Hoff Oftebro, Edith Haagenrud-Sande","Action, Drama, Thriller"
The Lego Movie 2: The Second Part,Mike Mitchell,"Chris Pratt, Elizabeth Banks, Will Arnett, Tiffany Haddish","Animation, Action, Adventure"
Raees,Rahul Dholakia,"Shah Rukh Khan, Sunny Leone, Mahira Khan, Nawazuddin Siddiqui","Action, Crime, Drama"
Red Sparrow,Francis Lawrence,"Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling","Action, Drama, Thriller"
The Heat,Paul Feig,"Sandra Bullock, Michael McDonald, Melissa McCarthy, Demián Bichir","Action, Comedy, Crime"
Run All Night,Jaume Collet-Serra,"Liam Neeson, Ed Harris, Joel Kinnaman, Vincent D'Onofrio","Action, Crime, Thriller"
The Hunger Games: Mockingjay - Part 1,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson","Action, Adventure, Sci-Fi"
The Amazing Spider-Man 2,Marc Webb,"Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti","Action, Adventure, Sci-Fi"
Hunter Killer,Donovan Marsh,"Gerard Butler, Gary Oldman, Common, Linda Cardellini","Action, Thriller"
Divergent,Neil Burger,"Shailene Woodley, Theo James, Kate Winslet, Jai Courtney","Action, Adventure, Mystery"
The Informer,Andrea Di Stefano,"Joel Kinnaman, Rosamund Pike, Common, Mateusz Kosciukiewicz","Action, Crime, Drama"
RED 2,Dean Parisot,"Bruce Willis, Helen Mirren, John Malkovich, Anthony Hopkins","Action, Comedy, Crime"
The Expendables 2,Simon West,"Sylvester Stallone, Liam Hemsworth, Randy Couture, Jean-Claude Van Damme","Action, Adventure, Thriller"
Ender's Game,Gavin Hood,"Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin","Action, Adventure, Sci-Fi"
Man on a Ledge,Asger Leth,"Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez","Action, Crime, Thriller"
Elysium,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga","Action, Drama, Sci-Fi"
Attack the Block,Joe Cornish,"John Boyega, Jodie Whittaker, Alex Esmail, Leeon Jones","Action, Adventure, Comedy"
The Other Guys,Adam McKay,"Will Ferrell, Mark Wahlberg, Derek Jeter, Eva Mendes","Action, Comedy, Crime"
Pirates of the Caribbean: On Stranger Tides,Rob Marshall,"Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush","Action, Adventure, Fantasy"
Venom,Ruben Fleischer,"Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze","Action, Adventure, Sci-Fi"
Edge of Darkness,Martin Campbell,"Mel Gibson, Ray Winstone, Danny Huston, Bojana Novakovic","Action, Drama, Thriller"
The Bourne Legacy,Tony Gilroy,"Jeremy Renner, Rachel Weisz, Edward Norton, Scott Glenn","Action, Adventure, Thriller"
L'immortel,Richard Berry,"Jean Reno, Kad Merad, Jean-Pierre Darroussin, Marina Foïs","Action, Crime, Drama"
The Harder They Fall,Jeymes Samuel,"Jonathan Majors, Zazie Beetz, RJ Cyler, Edi Gathegi","Action, Drama, Western"
Eagle Eye,D.J. Caruso,"Shia LaBeouf, Michelle Monaghan, Rosario Dawson, Michael Chiklis","Action, Mystery, Thriller"
Machete,"Ethan Maniquis, Robert Rodriguez","Danny Trejo, Michelle Rodriguez, Robert De Niro, Jessica Alba","Action, Crime, Thriller"
Robin Hood,Ridley Scott,"Russell Crowe, Cate Blanchett, Matthew Macfadyen, Max von Sydow","Action, Adventure, Drama"
Jungle Cruise,Jaume Collet-Serra,"Dwayne Johnson, Emily Blunt, Edgar Ramírez, Jack Whitehall","Action, Adventure, Comedy"
Epic,Chris Wedge,"Amanda Seyfried, Josh Hutcherson, Beyoncé, Colin Farrell","Animation, Action, Adventure"
Quantum of Solace,Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench","Action, Adventure, Thriller"
The Incredible Hulk,Louis Leterrier,"Edward Norton, Liv Tyler, Tim Roth, William Hurt","Action, Adventure, Sci-Fi"
Seraphim Falls,David Von Ancken,"Pierce Brosnan, Liam Neeson, Anjelica Huston, Michael Wincott","Action, Drama, Thriller"
Smokin' Aces,Joe Carnahan,"Jeremy Piven, Ryan Reynolds, Ray Liotta, Joseph Ruskin","Action, Comedy, Crime"
Prince of Persia: The Sands of Time,Mike Newell,"Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina","Action, Adventure, Fantasy"
Shoot 'Em Up,Michael Davis,"Clive Owen, Monica Bellucci, Paul Giamatti, Stephen McHattie","Action, Comedy, Thriller"
16 Blocks,Richard Donner,"Bruce Willis, Yasiin Bey, David Morse, Jenna Stern","Action, Drama, Thriller"
Vantage Point,Pete Travis,"Dennis Quaid, Forest Whitaker, Matthew Fox, Bruce McGill","Action, Crime, Drama"
Flushed Away,"David Bowers, Sam Fell","Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno","Animation, Action, Adventure"
John Carter,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Willem Dafoe, Samantha Morton","Action, Adventure, Sci-Fi"
30 Days of Night,David Slade,"Josh Hartnett, Melissa George, Danny Huston, Ben Foster","Action, Adventure, Horror"
X-Men: The Last Stand,Brett Ratner,"Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen","Action, Adventure, Sci-Fi"
The Rundown,Peter Berg,"Dwayne Johnson, Seann William Scott, Christopher Walken, Rosario Dawson","Action, Adventure, Comedy"
Tears of the Sun,Antoine Fuqua,"Bruce Willis, Cole Hauser, Monica Bellucci, Eamonn Walker","Action, Drama, Thriller"
The Chronicles of Riddick,David Twohy,"Vin Diesel, Judi Dench, Colm Feore, Thandiwe Newton","Action, Adventure, Sci-Fi"
The Recruit,Roger Donaldson,"Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht","Action, Thriller"
Wasabi,Gérard Krawczyk,"Jean Reno, Ryôko Hirosue, Michel Muller, Carole Bouquet","Action, Drama, Comedy"
Kiss of the Dragon,Chris Nahon,"Jet Li, Bridget Fonda, Tchéky Karyo, Ric Young","Action, Crime, Thriller"
Rush Hour 2,Brett Ratner,"Jackie Chan, Chris Tucker, John Lone, Ziyi Zhang","Action, Comedy, Crime"
Joy Ride,John Dahl,"Steve Zahn, Paul Walker, Leelee Sobieski, Jessica Bowman","Action, Mystery, Thriller"
The Way of the Gun,Christopher McQuarrie,"Ryan Phillippe, Benicio Del Toro, Juliette Lewis, Taye Diggs","Action, Crime, Drama"
Shanghai Noon,Tom Dey,"Jackie Chan, Owen Wilson, Lucy Liu, Brandon Merrill","Action, Adventure, Comedy"
Bad Boys II,Michael Bay,"Will Smith, Martin Lawrence, Gabrielle Union, Jordi Mollà","Action, Comedy, Crime"
Austin Powers: The Spy Who Shagged Me,Jay Roach,"Mike Myers, Heather Graham, Michael York, Robert Wagner","Action, Adventure, Comedy"
U-571,Jonathan Mostow,"Matthew McConaughey, Bill Paxton, Harvey Keitel, Jon Bon Jovi","Action, War"
Lethal Weapon 4,Richard Donner,"Mel Gibson, Danny Glover, Joe Pesci, Rene Russo","Action, Crime, Thriller"
Star Wars: Episode II - Attack of the Clones,George Lucas,"Hayden Christensen, Natalie Portman, Ewan McGregor, Christopher Lee","Action, Adventure, Fantasy"
Titan A.E.,"Don Bluth, Gary Goldman","Matt Damon, Drew Barrymore, Bill Pullman, Jim Breuer","Animation, Action, Adventure"
Resident Evil,Paul W.S. Anderson,"Milla Jovovich, Michelle Rodriguez, Ryan McCluskey, Oscar Pearce","Action, Horror, Sci-Fi"
The 13th Warrior,"John McTiernan, Michael Crichton","Antonio Banderas, Diane Venora, Dennis Storhøi, Vladimir Kulich","Action, Adventure, History"
Courage Under Fire,Edward Zwick,"Denzel Washington, Meg Ryan, Lou Diamond Phillips, Michael Moriarty","Action, Drama, Mystery"
Outbreak,Wolfgang Petersen,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey","Action, Drama, Thriller"
Star Trek: Generations,David Carson,"Patrick Stewart, William Shatner, Malcolm McDowell, Jonathan Frakes","Action, Adventure, Mystery"
Hot Shots! Part Deux,Jim Abrahams,"Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna","Action, Comedy"
New Jack City,Mario Van Peebles,"Wesley Snipes, Ice-T, Allen Payne, Chris Rock","Action, Crime, Drama"
Road House,Rowdy Herrington,"Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara","Action, Thriller"
Licence to Kill,John Glen,"Timothy Dalton, Robert Davi, Carey Lowell, Talisa Soto","Action, Adventure, Thriller"
Ghostbusters II,Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis","Action, Comedy, Fantasy"
Black Rain,Ridley Scott,"Michael Douglas, Andy Garcia, Ken Takakura, Kate Capshaw","Action, Crime, Thriller"
The Running Man,Paul Michael Glaser,"Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown","Action, Sci-Fi, Thriller"
Crocodile Dundee,Peter Faiman,"Paul Hogan, Linda Kozlowski, John Meillon, David Gulpilil","Action, Adventure, Comedy"
Star Trek III: The Search for Spock,Leonard Nimoy,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan","Action, Adventure, Sci-Fi"
Sudden Impact,Clint Eastwood,"Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman","Action, Crime, Thriller"
Outland,Peter Hyams,"Sean Connery, Frances Sternhagen, Peter Boyle, James Sikking","Action, Crime, Sci-Fi"
Rollerball,Norman Jewison,"James Caan, John Houseman, Maud Adams, John Beck","Action, Sci-Fi, Sport"
The Tomorrow War,Chris McKay,"Chris Pratt, Yvonne Strahovski, J.K. Simmons, Betty Gilpin","Action, Adventure, Drama"
The Hunt,Craig Zobel,"Betty Gilpin, Hilary Swank, Ike Barinholtz, Wayne Duvall","Action, Horror, Thriller"
War,Siddharth Anand,"Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Nithish","Action, Adventure, Thriller"
Mandy,Panos Cosmatos,"Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy","Action, Fantasy, Horror"
Fast & Furious Presents: Hobbs & Shaw,David Leitch,"Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby","Action, Adventure, Thriller"
Pokémon: Detective Pikachu,Rob Letterman,"Ryan Reynolds, Justice Smith, Kathryn Newton, Bill Nighy","Action, Adventure, Comedy"
Sonic the Hedgehog,Jeff Fowler,"Ben Schwartz, James Marsden, Jim Carrey, Tika Sumpter","Action, Adventure, Comedy"
Nerve,"Henry Joost, Ariel Schulman","Emma Roberts, Dave Franco, Emily Meade, Miles Heizer","Action, Adventure, Crime"
Tag,Jeff Tomsic,"Jeremy Renner, Ed Helms, Jake Johnson, Jon Hamm","Action, Comedy"
The Interview,"Evan Goldberg, Seth Rogen","James Franco, Seth Rogen, Randall Park, Lizzy Caplan","Action, Adventure, Comedy"
Star Wars: Episode IX - The Rise of Skywalker,J.J. Abrams,"Daisy Ridley, John Boyega, Oscar Isaac, Adam Driver","Action, Adventure, Fantasy"
Homefront,Gary Fleder,"Jason Statham, James Franco, Winona Ryder, Kate Bosworth","Action, Crime, Thriller"
Olympus Has Fallen,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett","Action, Thriller"
Self/less,Tarsem Singh,"Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley","Action, Mystery, Sci-Fi"
The Hunger Games: Mockingjay - Part 2,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson","Action, Adventure, Sci-Fi"
Pirates of the Caribbean: Dead Men Tell No Tales,"Joachim Rønning, Espen Sandberg","Johnny Depp, Geoffrey Rush, Javier Bardem, Orlando Bloom","Action, Adventure, Fantasy"
Fetih 1453,Faruk Aksoy,"Devrim Evin, Ibrahim Celikkol, Dilek Serbest, Cengiz Coskun","Action, Drama, History"
Safe,Boaz Yakin,"Jason Statham, Catherine Chan, Chris Sarandon, Robert John Burke","Action, Crime, Thriller"
Kick-Ass 2,Jeff Wadlow,"Aaron Taylor-Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse, Jim Carrey","Action, Comedy, Crime"
The Gray Man,"Anthony Russo, Joe Russo","Ryan Gosling, Chris Evans, Ana de Armas, Billy Bob Thornton","Action, Thriller"
Premium Rush,David Koepp,"Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Sean Kennedy","Action, Crime, Thriller"
Bad Boys for Life,"Adil El Arbi, Bilall Fallah","Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig","Action, Comedy, Crime"
Yi dai zong shi,Kar-Wai Wong,"Tony Chiu-Wai Leung, Ziyi Zhang, Jin Zhang, Chang Chen","Action, Biography, Drama"
12 Strong,Nicolai Fuglsig,"Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban","Action, Drama, History"
Seungriho,Sung-hee Jo,"Song Joong-ki, Kim Tae-ri, Jin Seon-kyu, Hae-Jin Yoo","Action, Adventure, Drama"
Banlieue 13: Ultimatum,Patrick Alessandrin,"Cyril Raffaelli, David Belle, Philippe Torreton, Daniel Duval","Action, Crime, Thriller"
Sonic the Hedgehog 2,Jeff Fowler,"James Marsden, Jim Carrey, Ben Schwartz, Tika Sumpter","Action, Adventure, Comedy"
Never Back Down,Jeff Wadlow,"Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet","Action, Drama, Sport"
Fast & Furious,Justin Lin,"Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster","Action, Crime, Thriller"
The International,Tom Tykwer,"Clive Owen, Naomi Watts, Armin Mueller-Stahl, Ulrich Thomsen","Action, Crime, Drama"
The Forbidden Kingdom,Rob Minkoff,"Jackie Chan, Jet Li, Michael Angarano, Juana Collignon","Action, Adventure, Fantasy"
Underworld: Rise of the Lycans,Patrick Tatopoulos,"Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh","Action, Fantasy, Thriller"
